id	document
2159854.0	속편만들면 좋겠당...이번엔300억정도 투자..
993640.0	영화 DB에서 삭제했으면 좋겠다...
4449924.0	아 시바 할말을 잃었습니다
3782416.0	헐 쩌네
6239741.0	완전히달라 스케일이
1243990.0	당신의 인생에서 꼭 놓쳐야 할 영화
54412.0	재밌던데,, 약한부분이 있는거같지만, 볼거리도 많고,,여러장면생각나게하는
2504616.0	이영화 보다 잤다 수면용 영화
10503325.0	무서운 집에 비하면 이 영화는 역작이다
8540040.0	어떻게 이 감독이 경마장 가는길, 너에게 나를 보낸다, 꽃잎을 만들었는지 이해가 안간다.
1910958.0	왜만듬?불우이웃이나돕지
3077336.0	지나치게 저평가된 한국최고의 SF액션영화..이걸 이해했다면 지적수준은 하버드그이상
1051154.0	너도 올려줄께 ㄳ
10118647.0	비디오로 빌려봤는데 진짜 비디오값이 그렇게 아까운 건 처음이었음
2416287.0	참............이말밖에 안나온다
2410607.0	제작비400억이라던데 충무로 최악의영화 평점3점이 놀랍다
2049426.0	그래도 다세포소녀보다는 훨씬 재밌음
78519.0	제작비 생각 않고 그냥 봤다면 사람들이 이렇게 까지 말할까?
8664822.0	나는 영화를 본것인가 아니면 방사능 폐기물 덩어리를 본것인가
3790883.0	만약 이영화가 매트릭스보다 먼저 나왔다면 난 10점을 주었을것이다
11680316.0	우리나라 영화계의 양대산맥 성냥팔이와 클레멘타인..
8714278.0	안녕하세요 사회복지사입니다^^
8847051.0	피키캐스트보고 성지순례왔습니다. ㅋ
2102601.0	평점이 낮다고 모든 사람에게 재미가 없는 것은 아니다.
2474083.0	또 한번만 재림해봐라....
1585268.0	110억들여서 만들었다는데 에휴...
774479.0	초딩학교 사촌 동생들은 좋아하드만.
7193445.0	알바들 또 별1개작업하고있네요 이런 명작 처음봅니다 꼭 한번 보시길 바랍니다 유쾌하게 웃을 수 있어요 ㅎㅎ
3441243.0	0점을 줄수 없어서 아쉬운 이 마음
8713466.0	110억 들이고 5억 받은400만 관객 예상했는데 7만 관객이 본그런 영화
2251558.0	내용이 이해하기가 어렵다. 이런 영화는 드물지 않는데...
1631968.0	역시 장선욱감독 작품이네
6712932.0	이렇게 별표평점 조차 이영화에게는 사치스럽다
3629558.0	진짜 잼 없음
1446416.0	이영화내타입
3577268.0	어릴적 너무 재미없어서 충격받았던 영화.....
279671.0	오락성은있으나 시대에 뒤쳐진 시도는관객들이외면할수밖에없다
6267638.0	ㅋㅋ아쉽
331062.0	비디오 부시면서 스트레스 해소
7898167.0	나이거 보고왔어 물론 의미는 알겠어 근대 재미가 없잖아 110억을 뭣해쓴 영화야 이건 물론 명작이라는건 알겠는데 재미가 없는걸 어째라고
9721624.0	꼭 봐라 평점이 왜 3점대인지 이해불가
6488323.0	이거 나만볼수 없다 별점 10개줘라 ㅅㅂ
3899817.0	정말 이런영화... 아니, 이거 영화라고해도되나?
7000621.0	이영화 죽기전에꼭봐야살 최악의영화
8493046.0	"이건 졸작계의 ""대부""다. 이것보다 더 못만들어진 영화는 존재 자체가 불가능하다."
1916909.0	임은경 정말 영화선택좀 잘해요~
9452728.0	쵝오!! 나만 죽을순 없다.
1315227.0	제작비 때문에 1점
9183906.0	작품성 있는 영화는 10점이다.
1023986.0	장선우는 3단어로 평가가 가능하다
6300086.0	교훈을 주는 심오한 영화 세상은 돈이 다가 아니다 라는걸 감독이 직접 보여줌
3782631.0	어떻게 이런 영화가................ you win
5070768.0	분명한건 난 이 영화를 재미있게 봤다는거다
732517.0	영화 보다가 처음으로 잤다 -_-
2990303.0	와 진짜 이런영화 돈 투자하면서 왜 만드니 .--
1655540.0	잼 없어요
9797747.0	2000년대 초반으로 박제된 이 영화에서 우리는 그저 풍속학적인 가치나 찾아야 하는가? 아니다, 이런 끔찍한 재앙 속에서도 예술가의 자의식은 꿈틀거린다. 하지만 서투르고 게으른 태도와 접근방법은 모든 가능성을 똥통으로 몰아넣고 말았구나.
5241562.0	물타기 하지마
3948906.0	ㅇㅇ이거조내잼잇음 ㅇㅇ대작임쓰1레기
1428941.0	0점은 없는 거야??
8532393.0	어렸을 때 봤었는데 그 때는 재미가 없었음. 최근 다시 봤는데 계속 재미없네.
2334771.0	싫어요.잼없어.
107996.0	장선우감독 SF액션엔 소질이 없는듯..
3295695.0	별 반개도 아깝다.
1807837.0	완전 졸작 ㅡㅡ겉표지만 재밌어보인다 속지말자
1411502.0	감독은 시대를 너무 앞서간듯 하다
1720073.0	이 영활 기다렸던 내 자신이 싫다 감독이 한국영화 말아먹으려고 작정했나싶더라
5526216.0	영화 신고하기 없나
1666118.0	본좌는 극장가서 봣다 닥치고 샤럽해라
2257985.0	나에게 자비란 ㅇ벗다
11984045.0	의리가 있는 사람이라면 3대 영화는 꼭 봐야 합니다.영웅, 클레맨타인,성냥팔이 소녀의 재림!의리가 없는 사람은 볼자격 없음
9302697.0	오, 평점 더 내려보자한번.현재 3.76
7809416.0	한국 영화 사상의 획기적인 시도 매트릭스를 오마쥬 한건 좋았으나 왜 이렇게 영화가 어색한지 잘모르겠다.
1846334.0	영화안보고 평점주는사람많은데..난 이영화 개봉하는날에 봔는데 재밌었다..
1520671.0	터미네이터 벤허를 능가하는 두번다시볼수없는 불후의명작 원추! 원추!
4884816.0	진표형 랩 안하고 이거찍다 인생허비햇음 그시간에 연습햇으면 쩝; 고등어땜애 추랔ㅋ
3218011.0	욕은 넘치고 재미는 없고...
9002457.0	뭐라고? 너 짜장면으로 맞아볼래?
1549864.0	시사회때 보러온 사람들이 개 쌍욕하고 돌아갔다는 그영화..
130452.0	이게 영화면.. 세상에 쓰레기는 없다
10345699.0	정말재미잇는영화 꼭봐요 ㅎ호ㅗ
5329180.0	이 xx년 말하는 싸가지좀 보소 짜장면으로 맞아볼래?
999314.0	볼때는 긴장하면서 봤는데 보고난뒤엔 황당해 지는 영화였죠.
6666132.0	ㅋㅋㅋㅋ 에휴...
13149100.0	허어 이영화가 매트릭스의 원조격인건 알고나 있는거냐? 시대를 앞서간 희대의 비운작이다
997067.0	이건 아니 잔하
4447423.0	보진 않았지만 사람들이 하도 욕해서 나도 욕함. 씨발
351401.0	진짜 칠천원으로성냥사서 다 태워버리구 싶드라...
2909182.0	매트릭스를 따라할려고 했던것 같은데.. 영 이건 아닌듯....
2179717.0	김진표가 나오니까.....JP 새로운 앨범 언제나오니....
9198918.0	짜장면으로 맞Ang 볼래?
1164646.0	보다가 끈다
5928382.0	이런 똥은 난생처음. 도저히 이해가안가는 전개하며 뜬금없음류 최고네요
336310.0	아진짜...
6651923.0	병맛 ㅋ
760102.0	1 점 아니면 10점이네 10도 동정표..ㅋㅋ
758250.0	여성의 섬세함이 있었다면 대박났을텐데.소재는 좋았음.
3900303.0	매트릭스의 망령이 단점. 블록버스터로는 실패지만 SF컬트물로는 가치가 충분하다.
2742650.0	이영화만든것들다죽어버려
2510284.0	지금 기준으로 잡자면야 1점이지만 그땐 분명 7점은 됐다
3231121.0	짜장면으로 맞아볼래??
1217674.0	나 원래 인심 후한 사람이야...
3376105.0	지금 케이블방송으로 한는거 보는중이다. 나는 저주받았다!!!!
1561765.0	왜 난 재미있었지??? ㅜㅜ;
1355691.0	bad
6126582.0	진짜.. 100억이라니..
532262.0	1점도 아까운 영화.
8484704.0	고등어가 고등어 되는거 보고 뿜었다
9307954.0	이 영화를 보고 암이 나았습니다.
1387.0	이것도 영화인가...정상인이 만든것인가...
7911650.0	나는어린시절 이걸 돈주고영화관가서봤었지..그날느꼈던 공포가 다시재림하지않길바라며 살고있지
1328068.0	은경아영화좀잘좀찍어라(2가지 의미있으니 알아서해석......)
3078360.0	진흙 속의 진주를 밝견했을 떄의 기쁨을 누리고 싶다면 이 영화를.
9249759.0	당시 성장기때 영화 포스터 보고 꼴려서 봤다 없는 돈 탈탈 털어서..보다가 배알 꼴려서 나갔다 나중에 보니 짜장면씬은 정말 역사에 남을 명장면
2393732.0	임은경 띄어주기 영화로 제작 되었으나. 오히려 심각한 역효과.
13358752.0	난 이거 재미있던데... 영화는 보고 조롱하는 건가? 단지 시각이 독특하다고해서 본인이 이해 못한다고 해서 그렇게까지 박할만큼 저질인 영화는 아닌 것같은데...
11379180.0	어릴때 엄마따라서 극장 직관했는데 옆에남자가 보면서 욕한기억난다..
8567504.0	임은경 /김진표 명당 5점씩 그래서 합이 10점입니다... 10점 줬으니까 님들도 꼭 보삼 안보면 숨 거둘때 억울하니까 제발..보세요
1037136.0	이 영화에 투자하신 분들.. 도대체 무슨생각이셨는지?
686669.0	불쌍해서 10점준다 ㅡㅡ;
2182610.0	성냥팔지마.....
2828636.0	꽤 오래전에 봤는데.. 이런류의 영화도 한국에서 만들수 있다니..괜찮다고 생각합니다
5676183.0	이영화를 뒤이을 영화가 드디어 나왔다구~~7!!!광!!!구!!!
779795.0	임은경이 시러지기시작된영화
7381040.0	아나 시부랄놈들아 으리드립좀 그만쳐 ㅋㅋㅋㅋ
4960960.0	ㄴㄴ
1353344.0	다세포에 이어 나를 눈물짓게 하는ㄴ 영화
5590874.0	무모하고 어설픈 실험정신이 빚어낸 참극, 100억이 쓰레기통에 처박히다
2393867.0	이거 극장가서 본 사람들은 얼마나 황당했을까...
4809671.0	다세포소녀 이겻잖슴 ㅋㅋ
11134267.0	시대를 너무 앞서간 영화. 한 5천년 정도
3782612.0	이 영화를 다 본자만이 볼 수 있는 문구. You win.
1863067.0	재밌다.
2851259.0	초딩때 친구생일날보러갔는데, 같이간 친구의어머님 오징어문채로 잠드셨다는...
11887099.0	그래도 이건 돈이라도 많이 들였다.. 맨데이트하고 다세포소녀를 따라오지는 못하네...
1582169.0	아놔
12738784.0	이게 그 유명한 '자장면 배달 가서 총 갈기는 장면'이 나오는 영화인가요 ^^
5635853.0	힘내세요
12913568.0	이 숫자보단 낫습니다.
175642.0	나도 백억줘요
2339590.0	왜봤는지 모르겠음.
9800096.0	소재는 참신했는데 내용은 그저 그렇다가 결말에 뚝?
5736982.0	영화는 별로지만 현성이라는 배우가 매력있어서 5점.
6036388.0	천사몽과 용호상박, 국내 최악의 영화중 하나
12785247.0	이 영화 덕분에 한동안 영화계가 투자가 안됐다는 후문이 있었다고....이 영화상영 된지가 벌써 15년이 되었는데 아직도 보고난 뒤의 분노가 잊혀지지 않고 있다.
5711464.0	성지순례 왔습니다.. 이영화가 영화계의 전설이라면서?
2350329.0	나는 관대하다
23228.0	이제껏 본 영화중에 최악의 영화
2181536.0	..
1451920.0	0점은 없군요..
2162572.0	담배를 물게하다니.....
3123695.0	한사람이라도 더 구하기 위해 빨리 2점대로 끌어내려야만 한다!
2681926.0	졸 . . . 작 . . .
7336778.0	그나마 제작비가 적게 들어갔다면 이해하겠는데....이거 찍은놈들은 뭔 땅파면 돈이 나오나?
1278779.0	방어율
4945446.0	썅...
7630798.0	짜장면 맛좀볼래? 두두두두두두두두두두두
3383701.0	중간중간 나오는 욕설조차 허접하다.. 욕이라도 실감나게 하던가...
12563519.0	그냥 존나게 난장판만 보고 나왔다 하다하다 안되서 좀 돌려봤는데 엔딩도 약을 거하게 빨은건지 모르겠다. 전체적으로 싹 다 엉켜져있어 시청을 거부하게 만듬
1374237.0	정말 강추 ㅋㅋㅋ ㅅㅂ ..
5997651.0	10점주는이유는 불쌍하니까ㅎㅎ액션씬은볼만했지만점점갈수록스토리막장ㅗㅗOO먹겅
2950283.0	아오 감독을 그냥 우주 저너머로 추방시켜야대
2424423.0	아 .. 감독 왜그래 ~~
2903506.0	한국 B급 영화의 한 획이다. 장선우의 성소는 언젠가 재평가 될 것이다.
1441561.0	저도 16만명중에 한사람으로써 정말 비추천...
2752412.0	현실적 발상을 뛰어넘는 창조적인 영화
2096402.0	bad
7710335.0	1점도 아까운 망작.대한민국 실패영화 중 당당하게 3위를 차지한 망작.장르도 알수없고 무작정 효과만 넣은것 같다.
980139.0	감독 따라와 개새 !!!!!!!!!!!
1387673.0	모야.........
7539425.0	중국무용수 진싱이 나와 되도않는 액션과 느닷없는 춤 추는 클럽씬에서 박장대소... 성냥팔이 재림의 난데없는 총질은 속이 다 시원했다 ... SF 컬트?... 암튼 난 대박 재밌게 봤다시마 !!!
8567438.0	1점 주신분들 짜장면으로 때리러 간답니다
5623591.0	진짜 대작임 ㅇㅇ 그당시 그래픽이 어떻게 그렇게 디테일한지 놀람
5349424.0	액션신비극을 꿈꿨으나, 액션비극으로 끝난 영화.
1872145.0	다세포 긴급조치 보다 낫다...
969621.0	여기에 투자한돈 나한테 투자해라
6628110.0	중학생때 본건데 게임을 소재로 한것 자체는 신선했는데 요즘 초딩들도 코웃을 칠 영화;
9941748.0	그래도 ... 김치워리어보단 낫잖아?..
2545995.0	후... 이뻣다 젠장
7823896.0	시대를 앞선 명작 ㅋㅋㅋㅋ
5973241.0	공짜라도 안 볼 영화
9690044.0	솔직히 초딩때 극장에서 예고편 봤을때 당시 광고로 유명했던 신비소녀 임은경이란 캐릭터랑 잘 맞는거 같아서 보고 싶었었다. 하지만 지금, 그 선택이 올바른 선택이었다는것을 깨닫게 되었다.
1396310.0	무슨 영화?
5289085.0	쓰레기를 좋아하시는 분에게 강추!!
7283648.0	와 보다 눈물쏟을뻔 ㅠㅠ 한국영화의 큰 자산이 여기있었네
1538103.0	한국 영화는 역시 리스크가 커.
651348.0	적자 심하게 나서 어떠케..불쌍해랑.
4683671.0	아무리 기발한 이야기더라도 만듦새가 이꼴이라면....
1765483.0	나는 관대하다
344840.0	생각하고만든건지의문이간다.순전히임은경을띄우기위한수단(?)
12656019.0	ㅜ.ㅜ ㅠ.ㅜ ㅜ.ㅠ ㅜ.ㅜ ㅜ.ㅜ ㅜ.ㅜ ㅜ.ㅜ ㅠ.ㅠ
1396441.0	성냥으로 포스터 태웠는데;;
9724888.0	너 짜장면으로 맞아봤어?
12303398.0	꼭봐야할 영화 4선 1.클레멘타인 2.성냥팔이 소녀의 재림 3. 응급처치 19호 4. 샐러맨더의 비밀
602351.0	별로일것같다
2654572.0	도대체 무슨 말을 하고자 하는 건가?
1601587.0	이 영화를 30분이나 참고 본 나 자신이 대견했다.
41061.0	쏟아부은 제작비에 비해 작품성이나 내용면에서 상당히 부족했던 영화
1421836.0	ㅆㄹㄱ영화임. 스크린쿼터 해지하라!!
6405249.0	내 생애 최악의 영화.. 끝까지 무슨 내용인지도 모른채 봤다.
6244001.0	쓰레기. 이거보느니 자살 추천
5098573.0	임은경을 없애버린 영화다 ㅠㅠ
1972258.0	아진짜...
1432463.0	안보고 1점
12680150.0	클레멘타임급이네10자10자
7212013.0	대한민국에서 게임판타지를 영화화한것은 처음이다. 뭐 그렇다고.알바들은 1점 주고 있지만, 그만큼 이 영화가 다른 영화들에게 큰 영향을 끼쳐서 견제하고 있다는 뜻일거다.
7278519.0	이건 절대 나혼자 볼 수 없다
7301728.0	영화보면 2시간 날린거 ㅇㅇ
347301.0	감독 혼자 집에서 봐야 될 영화
2965319.0	내원 거지같아서.. 평점을 주던가 말던가 하지.. 1점도 아깝다.
2820032.0	이딴 쓰레기는 니네집 수채구멍에 구겨서 쳐 넣어둬 1점도 아깝다
344930.0	나 이거 임은경 보러 시사회 갔었다. 분위기 싸하더라 ㅋㅋㅋ
4941664.0	난 경기도 안양의 이준영이다!
4423130.0	넌 내인생을 두시간이나 낭비시켰어
1456267.0	1점이 아까운건 왜일까...
1420432.0	하악하악
6775774.0	무슨 내용인지 아시는분 있습니까??
9441721.0	최고다 평가한다는 것 자체가 모욕인 영화
5662745.0	나는 7광구다.
1054622.0	세포가 조금은 있다.
3782633.0	코등어의 힘을 알수있는 영화
1299131.0	임은경 그지같다
30486.0	아쉬운 시도
5561914.0	말로 듣던 것 보다 더 심한 영화. 표현하고 싶은데 표현할 말이 없는 그런 영화. 최악
144831.0	임은경 이뻐서 2점
5097445.0	ㅠㅠ
2414616.0	내인생 최악의 영화
388039.0	100억원대 규모의 장선우 영화라는 자체가 코메디 ^^
1326911.0	어익후 방어율!
7471101.0	의리있는 사람만 이영화 만점준다 나는 의리가 있어서 만점 주겠다
9930604.0	이거 평점 9점대로 알고 있었는데 언제 이렇게 폭락했지? 한국영화 최고의 명작입니다. 해리포터나 어벤저스 재미있게 보셨다면 꼭 보세요 ^^
996648.0	다세포의 영향으로 점수 줄려고 했는데 평점이 3점때라서...
2171960.0	미안하다,
1719070.0	OCN에서 가끔하던데..왜하는지.. 진정쓰레기란 이런거라고 보여주는듯.. ?; ;
3067358.0	이게 3점이라는게 기적이라고 생각
6754601.0	차라리 평점이 없으면 되겟다
11831202.0	성소재림을 보고 암이 나았습니다! 참으로 멋지고 심오한 세계관, 스토리, 연출... 이것이 2002년도 작이라는게 놀라울 따름인데요! 2060년에나 나올 법한 영화였습니다 감독님 만수무강하세요
3800555.0	8월 24일짜에 댓글이 전부 별점 10점이네 -_-
1981307.0	초딩땐 재미있게 본거같은데 지금은 썩 ;
4260958.0	장선우를 골로 보낸 한방의 영화!!
196751.0	임은경이 찍은 영화는 왜이렇게 많이 망하지 ? ? ㅋㅋ
1911047.0	최고의 영화
1827328.0	이 영화 dvd로 보고 나서 1500원 아까워 죽는 줄 아랐다
2201572.0	왜?평점최하는1점인거야?
2311266.0	성냥을 판다는 내용의 판타지인것도 같고 아닌것도 같고..
7545283.0	으리으리!
4426920.0	졸작이여 영원하라 2人
4594292.0	고등어!~
293463.0	이거보고 나올때 돈이 얼마나 아깝던지..
1939883.0	남들은 다 스타크하는데,혼자만 뒤늦게 갤러그 배우고선 신난다고 난리치는꼴
419441.0	쳇;;
1868362.0	don giral
1220079.0	안봤으면 후회할뻔, 항상 보고싶었는데 드뎌봤네요 짱 재밌음
641099.0	스타크래프트 게임을배꼇어융
1796669.0	모냐
12768440.0	베댓에서 이것보다 못만들어진 영화는 없다고 했는데 리얼은...네 여기까지 하겠습니다..
345994.0	임은경을 위해서만 보는영화
8509209.0	대한민국 그많았던 성냥들이 어디로사라진지모르는가?!우린 아빠일어나를외치고 의리로 보아야한다 보라 두눈똑바로...
2002348.0	써레기
1969977.0	욕이 나올수 밖에 ㅎ
11163196.0	클레맨타인과 함께 내생의 최고의 영화
9559514.0	논점 없이 화법만 있다.
8924575.0	하....?!하....
308843.0	이영화 만들돈이면 얼마나 많은 사람이 행복해질까? ..
1185602.0	무거움을 조금 줄이고, 더욱 가벼웠으면...
1358114.0	굿바이 장선우 ㅜㅜ
6424541.0	평점이 1점아니면 10점이야 ㅋㅋㅋㅋㅋ
1746619.0	DVD를 발로 차버린건 두번째다. 다세포소녀이후
932854.0	극장에서 봤는데 조폭들 난리났었음 짱난다고
11056399.0	차라리 제작비 110억을 어려운 사람 11명한테 나누어줬으면 지금까지도 감사하게 생각하며 존경받았을텐데 똥 닦는곳에 쓰는바람에 지금까지도 욕만 먹네 예나 지금이나 20분 이상은 못 보겠다
1561669.0	이거 누가자꾸 평점 올리나연.. 자제점...
2207771.0	망했다
2277013.0	임은경 진짜 최고인기였었는데.....이걸로 급락
3304852.0	아오 짜증나
1515719.0	고등어...
10211966.0	최고의 망작~ 당시100억 지금으로는 200억넘는제작비 수많은 투자자들을 피눈물나게 했던~ 영화는 감독의 예술이라 했던가 예술영화 즉 컬트무비를 대중영화로 내놓았으니 장선우 감독은 변명의 여지가 없다 대중영화로 봤을땐 내가본 최악의 영화~
6745575.0	600억이나 들였다던데..그 돈 다 날린거네요?;;;
11311142.0	여기서 만큼은 좀 냉정해지고 솔직해지자 얘들아 ..;
3363054.0	 짜장면으로 맞아볼래 ? 
2040676.0	비디오값 300원 주세요
6652793.0	짜장면 장난감 총... 끝!
262147.0	제작비용을 무색케하는 영화
2066766.0	다시 보니 그런대로 괜찮다는 생각이 드네
11844787.0	짜장팔이 소년의 재림..
14514.0	그냥 봐줄만해요..
3368866.0	관람후 평점이 더웃기다 ㅋㅋ
10959491.0	너무 과대평가된 대표적 감독. 경마장에서~ 거짓말까진 봐줄만 했다. 거기까지가 한계였음.
1216968.0	임은경 때문에 본 영화다
8924566.0	의리의리으으으으리으으의
346329.0	불쌍해서 10점 준다..ㅡㅡ;
2874106.0	임은경이쁘니깐 10점
7931526.0	점수가 왜이리 높아 ㅋㅋ 이런건 영화도 아냐
3238210.0	와 이거 X나게 재밌는데 왜망했다는거지?
1741764.0	다세포 보다는 낫다
1687890.0	여고생시집가기란 영화에 감사해야할 듯..
5003545.0	긴급조치19호에 버금가는 최악 비됴로봐도 열받을 판국에 극장에서 봤다...ㅡㅡ
10275940.0	이런 명작을 나만 볼 수는 없잖아요? 많은 사람이 볼 수 있도록 별점좀 줍시다.. 영웅: 샐러멘더의 비밀, 클레멘타인과 더불어 3대 명작인데... 이 영화만 너무 평점이 낮아서 안타깝네요..
2456354.0	난 이거 좀 괜찮게 봤다. 마지막으로 본게 6년전이라서 가물가물하네
10107327.0	재평가가 절실한 아쉬운 영화.... 나는 오히려 클레멘타인보다 감동적으로 봤는데 사람들의 눈이 너무 넢아짐. 솔직히 으리가 있다면 별점 10개 주시길
2915120.0	나의 잃어버린 두시간을 돌려줘
9731428.0	철학이고 자시고 그 많은 돈을 이따위로 영화만들었다는거 자체가 이해가 안간다. 자칭 예술가들은 걍 예술이나 계속해라.
342411.0	돈OO 신고
2756060.0	시도만 좋았다.....
7910408.0	왜 이제서야 내가 이 대작을 지금 봣는지 후회스럽다. 초반부에 카운터년 총알먹이는 짜릿한 장면이며 후반부에 CG로 화려하게 처리된 배경하며 당시 기술력을 생각하면 감탄을 금치 않을 수가 없다. 110억 이라는 제작비만큼 그 이상의 퀄리티가 돋보인다.
1804634.0	진짜 돈아깝다 제발 만들지마
1863837.0	제작비 100억중 99억이 회식비였다.
1641241.0	한국 영화의 미래를 예견했다는 점에선 최고의 영화.
10192150.0	이영화를 보고 암이나았습니다
1886576.0	임은경의선택에박수를보낼뿐
3381348.0	스타워즈의 열기를 잠재워버릴 거대한 영화
6345908.0	짬뽕으로 맞아볼래??
481904.0	그래도 100억 말아먹은 영환데 평도 나쁘면 불쌍하잖아.
9771487.0	여교수의은밀한매력 , 다세포소녀 , 성냥팔이소녀의 재림 , 7광구 ... 성지순례 왔습니다~
6043697.0	영화로 인해 배우까지 망한 특이한 케이스. 임은경 당시 탑이였는데. 훅감 ㅋㅋ
8726939.0	아 미치겠다. 이 영화를 정말로 진지하게 재밌다고 느꼈으면 병원가봐야 되냐? 난 정말 괜찮다고 느꼈고 몰입도도 좋은 편이었다고 생각했는데 ㄷㄷ
996549.0	시사회서 공짜로 봤는데 차비랑 시간이 아까웠다..
4461343.0	멀 믿고 맡긴거여?..장선우가 연출력이 있었던가?..편집은 누가 했을꼬?
1953682.0	자비를 배푸마...
369557.0	재미는 더럽게 없으나... 시대를 잘못 타고난 영화
7367501.0	의리!
363450.0	성냥팔이 소녀의 재림
10271105.0	왜 평점 주는곳에는 0은 없지?....
6410910.0	기억나는건 고등어인가 아이템에서 레이져 나가는것뿐 우묵배미의 사랑은 최고던데
7477886.0	으리으리
1302453.0	은경씨 영화찍기 전에 대본 좀 확인해고 찍어요 쫌!!
1647142.0	2002년 한 해 , 에 이어 충무로의 최대 재앙이 되었다.
22246.0	성냥팔이소녀의재림이라...재미있을것 같아염.ㅋ
1931715.0	이걸 영화관에서 볼 순 없었다
2048811.0	이거 만들라고 120억 썼니?
75171.0	심각하다, 김진표..
1902004.0	넘 쓰레기다 임은경만 불쌍타
2149515.0	4차원 세계를 해매는듯...
1961726.0	나도 관대할까?
6476200.0	지금도 투자받기 어려운 백억대의 제작비로 무엇을 했는지 알수없는 영화. 감독은 영화 접었는지 제주도 카페 운영중...
9241007.0	그냥 짜장면만 보면 됩니다.
1644601.0	수준이하 연기력 수준이하 연출력 수준이하 CG 말아먹으려고 작정한 영화
2035413.0	그당시 여린 마음을 가진 나의 가슴에 대못을 박은 그 영화
1348481.0	최악영화
1031739.0	명작입니다............ 다세포소녀에비해서 추천!
236956.0	엄청난 제작비.ㅡㅡ 불우이웃돕기나 하지그랬나.ㅡㅡ
2048715.0	임은경영화 왜이럼니콰..ㅣㅣㅣ
2341475.0	이영화를만든저의가뭐냐
9608207.0	수준떨어질까봐 도저히 끝까진 못보겠드라
1428883.0	이런 점수 주기도 힘들지
7590315.0	별 0개도 주기싫은데 최소가 1개라서 1개라도 줄 수 밖에없는 영화
1999270.0	무슨 생각으로 만든거냐.. 매트릭스의 어설픈 아류작
755180.0	나름 재밌게 봤는데..
7433888.0	의리가 있는 사람이라면 3대 영화는 꼭 봐야 합니다.영웅, 클레맨타인,성냥팔이 소녀의 재림!의리가 없는 사람은 볼자격 없음
286270.0	이런류의영화를 만들기엔 우리나라는 아직 역부족이다
2397673.0	영화감독님하고 눈물잔을 하고싶다.
3332838.0	도대체 0점은 왜 없는건데 진짜 짜증 작렬이다. 말로는 다 표현할 수 없는 이 분노
2023695.0	ㅡㅡ 이 뭐
4958296.0	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아OOㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
95290.0	돈아깝다 100억 ㅡ_ㅡ;
10578285.0	와 정말 재미있네요 하하하하!!
7804109.0	장선우 감독이 너무 시대를 앞서 가버렸네 아라한 장풍대작전 급은 되는거 같다 이거도 지구를 지켜라 처럼 재평가가 필요한 영화같네요
820946.0	불쌍해서 10점.. ㅉㅉ
1676302.0	이게 진짜 쓰래기다..;;
1740205.0	다세포가 있잖아. 그치?
9500228.0	0r개 없나요.. ㅋㅋㅋㅋ
1909384.0	졸 재미없어....
887099.0	이보다 감동적인 영화는 없다.
1725762.0	조금만 알려지면 전부 배우로 써먹는 영화계의 악습...
9711802.0	감독님이 로또맞아서 걍 신기술 다 조합해서 만든영화
2285560.0	눈물이 주룩주룩
1937334.0	나는관대하다
7412356.0	의리 ㅠㅠ 정말 감동적이고 가슴 뭉클합니다... 스펙타클한 액션까지..
